datafield_id,dataset_id,data_category,data_type
opt38_cust_lt_100_close_sell_vol,option38,,VECTOR
opt38_cust_lt_100_open_buy_qty,option38,,VECTOR
opt38_cust_lt_100_open_sell_qty,option38,,VECTOR
opt38_days_to_expire,option38,,VECTOR
opt38_first_trade_price,option38,,VECTOR
opt38_last_trade_price,option38,,VECTOR
opt38_mm_buy_qty,option38,,VECTOR
opt38_mm_sell_qty,option38,,VECTOR
opt38_mm_sell_vol,option38,,VECTOR
opt38_option_symbol,option38,,VECTOR
opt38_procust_100_199_close_buy_qty,option38,,VECTOR
opt38_procust_100_199_close_buy_vol,option38,,VECTOR
opt38_procust_100_199_close_sell_qty,option38,,VECTOR
opt38_procust_100_199_close_sell_vol,option38,,VECTOR
opt38_procust_100_199_open_buy_vol,option38,,VECTOR
opt38_procust_100_199_open_sell_qty,option38,,VECTOR
opt38_procust_gt_199_close_buy_qty,option38,,VECTOR
opt38_procust_gt_199_open_buy_vol,option38,,VECTOR
opt38_procust_gt_199_open_sell_qty,option38,,VECTOR
opt38_procust_lt_100_close_buy_qty,option38,,VECTOR
opt38_procust_lt_100_close_buy_vol,option38,,VECTOR
opt38_procust_lt_100_close_sell_qty,option38,,VECTOR
opt38_procust_lt_100_close_sell_vol,option38,,VECTOR
opt38_procust_lt_100_open_buy_qty,option38,,VECTOR
opt38_procust_lt_100_open_buy_vol,option38,,VECTOR
opt38_total_exchange_vol,option38,,VECTOR
opt38_underlying_symbol,option38,,VECTOR
opt7_est_delta,option7,,VECTOR
opt7_fv_divs,option7,,VECTOR
opt7_fwd_price,option7,,VECTOR
opt7_gamma,option7,,VECTOR
opt7_intrinsic_value,option7,,VECTOR
opt7_kafka_est_delta,option7,,VECTOR
opt7_kafka_fv_divs,option7,,VECTOR
opt7_kafka_intrinsic_value,option7,,VECTOR
opt7_kafka_maturity,option7,,VECTOR
opt7_kafka_mid_price,option7,,VECTOR
opt7_kafka_und_trade_volume,option7,,VECTOR
opt7_mun_qes_crs,option7,,VECTOR
opt7_price,option7,,VECTOR
opt7_quote_timestamp,option7,,VECTOR
opt7_rebate_rate,option7,,VECTOR
opt7_rho,option7,,VECTOR
opt7_strike,option7,,VECTOR
opt7_top3000wt2000_ask,option7,,VECTOR
opt7_top3000wt2000_ask_vol,option7,,VECTOR
opt7_top3000wt2000_bid_vol,option7,,VECTOR
opt7_top3000wt2000_borrow,option7,,VECTOR
opt7_top3000wt2000_borrow_rate,option7,,VECTOR
opt7_top3000wt2000_delta,option7,,VECTOR
opt7_top3000wt2000_est_delta,option7,,VECTOR
opt7_top3000wt2000_fwd_price,option7,,VECTOR
opt7_top3000wt2000_gamma,option7,,VECTOR
opt7_top3000wt2000_intrinsic_value,option7,,VECTOR
opt7_top3000wt2000_maturity,option7,,VECTOR
opt7_top3000wt2000_mid_price,option7,,VECTOR
opt7_top3000wt2000_mun_qes_crs,option7,,VECTOR
opt7_top3000wt2000_price,option7,,VECTOR
opt7_top3000wt2000_quote_timestamp,option7,,VECTOR
opt7_top3000wt2000_rebate_rate,option7,,VECTOR
opt7_top3000wt2000_rho,option7,,VECTOR
opt7_top3000wt2000_size,option7,,VECTOR
opt7_top3000wt2000_strike,option7,,VECTOR
opt7_top3000wt2000_theta,option7,,VECTOR
opt7_top3000wt2000_time_value,option7,,VECTOR
opt7_top3000wt2000_timestamp,option7,,VECTOR
opt7_top3000wt2000_trade_tmstp,option7,,VECTOR
opt7_top3000wt2000_trade_vol,option7,,VECTOR
opt7_top3000wt2000_und_trade_volume,option7,,VECTOR
opt7_top3000wt2000_uprice_ask,option7,,VECTOR
opt7_top3000wt2000_vega,option7,,VECTOR
opt7_top3000wt2000_vol,option7,,VECTOR
opt7_trade_vol,option7,,VECTOR
opt7_und_trade_volume,option7,,VECTOR
opt7_vol,option7,,VECTOR
oth110_country,other110,,VECTOR
oth110_day,other110,,VECTOR
oth110_dtp_bounce_rate,other110,,VECTOR
oth110_dtp_page_views,other110,,VECTOR
oth110_dtp_pages_per_visit,other110,,VECTOR
oth110_dtp_visit_duration,other110,,VECTOR
oth110_dtp_visits,other110,,VECTOR
oth110_histort_dtp_bounce_rate,other110,,VECTOR
oth110_histort_dtp_page_views,other110,,VECTOR
oth110_histort_dtp_pages_per_visit,other110,,VECTOR
oth110_histort_dtp_visit_duration,other110,,VECTOR
oth110_histort_dtp_visits,other110,,VECTOR
oth110_histort_mbl_bounce_rate,other110,,VECTOR
oth110_histort_mbl_page_views,other110,,VECTOR
oth110_histort_mbl_pages_per_visit,other110,,VECTOR
oth110_histort_mbl_visits,other110,,VECTOR
oth110_histort_ttl_bounce_rate,other110,,VECTOR
oth110_histort_ttl_page_views,other110,,VECTOR
oth110_histort_ttl_pages_per_visits,other110,,VECTOR
oth110_histort_ttl_visit_duration,other110,,VECTOR
oth110_histort_ttl_visits,other110,,VECTOR
oth110_history_country,other110,,VECTOR
oth110_history_day,other110,,VECTOR
oth110_history_mobile_visit_duration,other110,,VECTOR
oth110_history_month,other110,,VECTOR
oth110_history_timestamp,other110,,VECTOR
oth110_history_year,other110,,VECTOR
oth110_mbl_bounce_rate,other110,,VECTOR
oth110_mbl_page_views,other110,,VECTOR
oth110_mbl_pages_per_visit,other110,,VECTOR
oth110_mbl_visits,other110,,VECTOR
oth110_mobile_visit_duration,other110,,VECTOR
oth110_month,other110,,VECTOR
oth110_timestamp,other110,,VECTOR
oth110_ttl_bounce_rate,other110,,VECTOR
oth110_ttl_page_views,other110,,VECTOR
oth110_ttl_pages_per_visits,other110,,VECTOR
oth110_ttl_visit_duration,other110,,VECTOR
oth110_ttl_visits,other110,,VECTOR
oth110_year,other110,,VECTOR
oth128_ceocashcompensation,other128,,VECTOR
oth128_ceononcashcompensation,other128,,VECTOR
oth128_ceotenure,other128,,VECTOR
oth128_cfocashcompensation,other128,,VECTOR
oth128_cfononcashcompensation,other128,,VECTOR
oth128_cfotenure,other128,,VECTOR
oth128_companyname,other128,,VECTOR
oth128_country,other128,,VECTOR
oth128_executiveefficiencyinput,other128,,VECTOR
oth128_executiveefficiencyoutput,other128,,VECTOR
oth128_gicssector,other128,,VECTOR
oth128_keyexecutiveice,other128,,VECTOR
oth128_keyexecutivetenure,other128,,VECTOR
oth128_marketcap,other128,,VECTOR
oth128_score,other128,,VECTOR
oth128_ticker,other128,,VECTOR
oth135_marketcapitalization,other135,,VECTOR
oth137_avg_txn_val,other137,,VECTOR
oth137_cheap_fy1,other137,,VECTOR
oth137_insiders,other137,,VECTOR
oth137_max_txn_val,other137,,VECTOR
oth137_min_txn_val,other137,,VECTOR
oth137_mktcap,other137,,VECTOR
oth15_constituent_market_value,other15,,VECTOR
oth15_constituent_weight,other15,,VECTOR
oth15_total_shares_held,other15,,VECTOR
oth174_cohort,other174,,VECTOR
oth174_combined,other174,,VECTOR
oth174_q_cohort,other174,,VECTOR
oth174_q_combined,other174,,VECTOR
oth174_q_stock,other174,,VECTOR
oth174_stock,other174,,VECTOR
oth179_companies_d1_file_receive_time,other179,,VECTOR
oth179_companies_d1_percent,other179,,VECTOR
oth179_companies_d1_ranking,other179,,VECTOR
oth179_industries_d1_file_receive_time,other179,,VECTOR
oth179_industries_d1_percent,other179,,VECTOR
oth179_industries_d1_ranking,other179,,VECTOR
oth179_sector_d1_file_receive_time,other179,,VECTOR
oth179_sector_d1_percent,other179,,VECTOR
oth179_sector_d1_ranking,other179,,VECTOR
oth187_notional,other187,,VECTOR
oth187_t5_notional,other187,,VECTOR
oth187_t5_volume,other187,,VECTOR
oth187_volume,other187,,VECTOR
oth237_peeridii,other237,,VECTOR
oth237_peerscore,other237,,VECTOR
oth268_cash_percent_617,other268,,VECTOR
oth268_cusip,other268,,VECTOR
oth268_demandsupplyratio_589,other268,,VECTOR
oth268_dimv_571,other268,,VECTOR
oth268_dips_545,other268,,VECTOR
oth268_fas_528,other268,,VECTOR
oth268_globalactiveavailablequantity_625,other268,,VECTOR
oth268_globalactiveavailablevalue_624,other268,,VECTOR
oth268_globalactivelendablequantity_581,other268,,VECTOR
oth268_globalactivelendablevalue_594,other268,,VECTOR
oth268_globalactiveutilisation_605,other268,,VECTOR
oth268_globalactiveutilisationbyquantity_588,other268,,VECTOR
oth268_globalavailable_quantity_stability_616,other268,,VECTOR
oth268_globalavailable_value_stability_584,other268,,VECTOR
oth268_globalaveragetenure_593,other268,,VECTOR
oth268_globalborrowerconcentration_598,other268,,VECTOR
oth268_globalborrowermarketshare1_621,other268,,VECTOR
oth268_globalborrowermarketshare2_610,other268,,VECTOR
oth268_globalindicativefee1day_609,other268,,VECTOR
oth268_globalindicativefee7day_599,other268,,VECTOR
oth268_globalindicativefee_595,other268,,VECTOR
oth268_globalindicativerebate1day_620,other268,,VECTOR
oth268_globalindicativerebate7day_585,other268,,VECTOR
oth268_globalindicativerebate_604,other268,,VECTOR
oth268_globalinventoryconcentration_590,other268,,VECTOR
oth268_globalinventorymarketshare1_626,other268,,VECTOR
oth268_globalinventorymarketshare2_596,other268,,VECTOR
oth268_globallendable_quantity_stability_628,other268,,VECTOR
oth268_globallendable_value_stability_618,other268,,VECTOR
oth268_globallendablequantity_607,other268,,VECTOR
oth268_globallendablevalue_603,other268,,VECTOR
oth268_globallender_quantity_on_loan_stability_619,other268,,VECTOR
oth268_globallender_value_on_loan_stability_602,other268,,VECTOR
oth268_globallenderconcentration_587,other268,,VECTOR
oth268_globallendermarketshare1_622,other268,,VECTOR
oth268_globallendermarketshare2_592,other268,,VECTOR
oth268_globallenderquantityonloan_623,other268,,VECTOR
oth268_globallendervalueonloan_613,other268,,VECTOR
oth268_globalquantityonloan_580,other268,,VECTOR
oth268_globalsbcd_612,other268,,VECTOR
oth268_globalshortloanquantity_614,other268,,VECTOR
oth268_globalshortloanvalue_591,other268,,VECTOR
oth268_globaltransactioncount_615,other268,,VECTOR
oth268_globalutilisation_611,other268,,VECTOR
oth268_globalutilisationbyquantity_608,other268,,VECTOR
oth268_globalvalueonloan_583,other268,,VECTOR
oth268_imatlas_unit_name_525,other268,,VECTOR
oth268_immarketarea_527,other268,,VECTOR
oth268_imquick_530,other268,,VECTOR
oth268_instrumentname,other268,,VECTOR
oth268_isin,other268,,VECTOR
oth268_noncash_percent_597,other268,,VECTOR
oth268_sar_529,other268,,VECTOR
oth268_sf_globalatlas_unit_name_627,other268,,VECTOR
oth268_sf_globalmarketarea_600,other268,,VECTOR
oth268_sfatlas_unit_name_568,other268,,VECTOR
oth268_sfmarketarea_533,other268,,VECTOR
oth268_sfquick_570,other268,,VECTOR
oth268_snd_557,other268,,VECTOR
oth268_spd_554,other268,,VECTOR
oth268_valueonloanvscash_582,other268,,VECTOR
oth268_valueonloanvsnoncash_586,other268,,VECTOR
oth268activeavailablequantity_548,other268,,VECTOR
oth268activeavailablevalue_564,other268,,VECTOR
oth268activelendablequantity_542,other268,,VECTOR
oth268activelendablevalue_573,other268,,VECTOR
oth268activeutilisation_575,other268,,VECTOR
oth268activeutilisationbyquantity_574,other268,,VECTOR
oth268available_quantity_stability_558,other268,,VECTOR
oth268available_value_stability_532,other268,,VECTOR
oth268averagetenure_550,other268,,VECTOR
oth268borrowerconcentration_553,other268,,VECTOR
oth268borrowermarketshare1_540,other268,,VECTOR
oth268borrowermarketshare2_543,other268,,VECTOR
oth268indicativefee1day_531,other268,,VECTOR
oth268indicativefee7day_541,other268,,VECTOR
oth268indicativefee_546,other268,,VECTOR
oth268indicativerebate1day_569,other268,,VECTOR
oth268indicativerebate7day_565,other268,,VECTOR
oth268indicativerebate_534,other268,,VECTOR
oth268inventoryconcentration_535,other268,,VECTOR
oth268inventorymarketshare1_579,other268,,VECTOR
oth268inventorymarketshare2_537,other268,,VECTOR
oth268lendable_quantity_stability_539,other268,,VECTOR
oth268lendable_value_stability_549,other268,,VECTOR
oth268lendablequantity_567,other268,,VECTOR
oth268lendablevalue_555,other268,,VECTOR
oth268lender_quantity_on_loan_stability_556,other268,,VECTOR
oth268lender_value_on_loan_stability_578,other268,,VECTOR
oth268lenderconcentration_536,other268,,VECTOR
oth268lendermarketshare1_559,other268,,VECTOR
oth268lendermarketshare2_572,other268,,VECTOR
oth268lenderquantityonloan_576,other268,,VECTOR
oth268lendervalueonloan_561,other268,,VECTOR
oth268quantityonloan_577,other268,,VECTOR
oth268sbcd_538,other268,,VECTOR
oth268shortloanquantity_560,other268,,VECTOR
oth268shortloanvalue_551,other268,,VECTOR
oth268ssd_544,other268,,VECTOR
oth268transactioncount_563,other268,,VECTOR
oth268utilisation_562,other268,,VECTOR
oth268utilisationbyquantity_552,other268,,VECTOR
oth268valueonloan_566,other268,,VECTOR
oth292_arr_ubs_abstract_method1_neg,other292,,VECTOR
oth292_arr_ubs_abstract_method1_neu,other292,,VECTOR
oth292_arr_ubs_abstract_method1_pos,other292,,VECTOR
oth292_arr_ubs_abstract_method1_tok,other292,,VECTOR
oth292_arr_ubs_abstract_method2_neg,other292,,VECTOR
oth292_arr_ubs_abstract_method2_obj,other292,,VECTOR
oth292_arr_ubs_abstract_method2_pos,other292,,VECTOR
oth292_arr_ubs_abstract_method2_tok,other292,,VECTOR
oth292_arr_ubs_abstract_method3_neg,other292,,VECTOR
oth292_arr_ubs_abstract_method3_obj,other292,,VECTOR
oth292_arr_ubs_abstract_method3_pos,other292,,VECTOR
oth292_arr_ubs_abstract_method3_tok,other292,,VECTOR
oth292_arr_ubs_abstract_method4_neg,other292,,VECTOR
oth292_arr_ubs_abstract_method4_obj,other292,,VECTOR
oth292_arr_ubs_abstract_method4_pos,other292,,VECTOR
oth292_arr_ubs_abstract_method4_tok,other292,,VECTOR
oth292_arr_ubs_abstract_method5_neg,other292,,VECTOR
oth292_arr_ubs_abstract_method5_neu,other292,,VECTOR
oth292_arr_ubs_abstract_method5_pos,other292,,VECTOR
oth292_arr_ubs_abstract_method5_tok,other292,,VECTOR
oth292_arr_ubs_publicationtime,other292,,VECTOR
oth292_arr_ubs_statustime,other292,,VECTOR
oth292_arr_ubs_synopsis_method1_neg,other292,,VECTOR
oth292_arr_ubs_synopsis_method1_neu,other292,,VECTOR
oth292_arr_ubs_synopsis_method1_pos,other292,,VECTOR
oth292_arr_ubs_synopsis_method1_tok,other292,,VECTOR
oth292_arr_ubs_synopsis_method2_neg,other292,,VECTOR
oth292_arr_ubs_synopsis_method2_obj,other292,,VECTOR
oth292_arr_ubs_synopsis_method2_pos,other292,,VECTOR
oth292_arr_ubs_synopsis_method2_tok,other292,,VECTOR
oth292_arr_ubs_synopsis_method3_neg,other292,,VECTOR
oth292_arr_ubs_synopsis_method3_obj,other292,,VECTOR
oth292_arr_ubs_synopsis_method3_pos,other292,,VECTOR
oth292_arr_ubs_synopsis_method3_tok,other292,,VECTOR
oth292_arr_ubs_synopsis_method4_neg,other292,,VECTOR
oth292_arr_ubs_synopsis_method4_obj,other292,,VECTOR
oth292_arr_ubs_synopsis_method4_pos,other292,,VECTOR
oth292_arr_ubs_synopsis_method4_tok,other292,,VECTOR
oth292_arr_ubs_synopsis_method5_neg,other292,,VECTOR
oth292_arr_ubs_synopsis_method5_neu,other292,,VECTOR
oth292_arr_ubs_synopsis_method5_pos,other292,,VECTOR
oth292_arr_ubs_synopsis_method5_tok,other292,,VECTOR
oth292_arr_ubs_title_method1_neg,other292,,VECTOR
oth292_arr_ubs_title_method1_neu,other292,,VECTOR
oth292_arr_ubs_title_method1_pos,other292,,VECTOR
oth292_arr_ubs_title_method1_tok,other292,,VECTOR
oth292_arr_ubs_title_method2_neg,other292,,VECTOR
oth292_arr_ubs_title_method2_obj,other292,,VECTOR
oth292_arr_ubs_title_method2_pos,other292,,VECTOR
oth292_arr_ubs_title_method2_tok,other292,,VECTOR
oth292_arr_ubs_title_method3_neg,other292,,VECTOR
oth292_arr_ubs_title_method3_obj,other292,,VECTOR
oth292_arr_ubs_title_method3_pos,other292,,VECTOR
oth292_arr_ubs_title_method3_tok,other292,,VECTOR
oth292_arr_ubs_title_method4_neg,other292,,VECTOR
oth292_arr_ubs_title_method4_obj,other292,,VECTOR
oth292_arr_ubs_title_method4_pos,other292,,VECTOR
oth292_arr_ubs_title_method4_tok,other292,,VECTOR
oth292_arr_ubs_title_method5_neg,other292,,VECTOR
oth292_arr_ubs_title_method5_neu,other292,,VECTOR
oth292_arr_ubs_title_method5_pos,other292,,VECTOR
oth292_arr_ubs_title_method5_tok,other292,,VECTOR
oth292_arr_ubs_wqreceivetime,other292,,VECTOR
oth292_barclays_title_method1_tok,other292,,VECTOR
oth292_ubs_abstract,other292,,VECTOR
oth292_ubs_abstract_end,other292,,VECTOR
oth292_ubs_abstract_method1_con,other292,,VECTOR
oth292_ubs_abstract_method1_obj,other292,,VECTOR
oth292_ubs_abstract_method2_con,other292,,VECTOR
oth292_ubs_abstract_method2_neu,other292,,VECTOR
oth292_ubs_abstract_method3_con,other292,,VECTOR
oth292_ubs_abstract_method3_neu,other292,,VECTOR
oth292_ubs_abstract_method4_con,other292,,VECTOR
oth292_ubs_abstract_method4_neu,other292,,VECTOR
oth292_ubs_abstract_method5_con,other292,,VECTOR
oth292_ubs_abstract_method5_obj,other292,,VECTOR
oth292_ubs_abstract_start,other292,,VECTOR
oth292_ubs_synopsis,other292,,VECTOR
oth292_ubs_synopsis_end,other292,,VECTOR
oth292_ubs_synopsis_method1_con,other292,,VECTOR
oth292_ubs_synopsis_method1_obj,other292,,VECTOR
oth292_ubs_synopsis_method2_con,other292,,VECTOR
oth292_ubs_synopsis_method2_neu,other292,,VECTOR
oth292_ubs_synopsis_method3_con,other292,,VECTOR
oth292_ubs_synopsis_method3_neu,other292,,VECTOR
oth292_ubs_synopsis_method4_con,other292,,VECTOR
oth292_ubs_synopsis_method4_neu,other292,,VECTOR
oth292_ubs_synopsis_method5_con,other292,,VECTOR
oth292_ubs_synopsis_method5_obj,other292,,VECTOR
oth292_ubs_synopsis_start,other292,,VECTOR
oth292_ubs_title,other292,,VECTOR
oth292_ubs_title_end,other292,,VECTOR
oth292_ubs_title_method1_con,other292,,VECTOR
oth292_ubs_title_method1_neg,other292,,VECTOR
oth292_ubs_title_method1_obj,other292,,VECTOR
oth292_ubs_title_method1_pos,other292,,VECTOR
oth292_ubs_title_method2_con,other292,,VECTOR
oth292_ubs_title_method2_neu,other292,,VECTOR
oth292_ubs_title_method3_con,other292,,VECTOR
oth292_ubs_title_method3_neu,other292,,VECTOR
oth292_ubs_title_method4_con,other292,,VECTOR
oth292_ubs_title_method4_neu,other292,,VECTOR
oth292_ubs_title_method5_con,other292,,VECTOR
oth292_ubs_title_method5_obj,other292,,VECTOR
oth292_ubs_title_start,other292,,VECTOR
oth326_ascore,other326,,VECTOR
oth326_aspe,other326,,VECTOR
oth326_bspe,other326,,VECTOR
oth326_epssurprisepct,other326,,VECTOR
oth326_espe,other326,,VECTOR
oth326_finitem,other326,,VECTOR
oth326_first_part,other326,,VECTOR
oth326_grossincome,other326,,VECTOR
oth326_headline,other326,,VECTOR
oth326_index1,other326,,VECTOR
oth326_index2,other326,,VECTOR
oth326_neta,other326,,VECTOR
oth326_netb,other326,,VECTOR
oth326_nete,other326,,VECTOR
oth326_netincome,other326,,VECTOR
oth326_nscore,other326,,VECTOR
oth326_operatingincome,other326,,VECTOR
oth326_percent,other326,,VECTOR
oth326_quarter,other326,,VECTOR
oth326_reva,other326,,VECTOR
oth326_revb,other326,,VECTOR
oth326_reve,other326,,VECTOR
oth326_revenue,other326,,VECTOR
oth326_score1,other326,,VECTOR
oth326_score2,other326,,VECTOR
oth326_score3,other326,,VECTOR
oth326_score4,other326,,VECTOR
oth326_score5,other326,,VECTOR
oth326_second_part,other326,,VECTOR
oth326_significance,other326,,VECTOR
oth326_spe,other326,,VECTOR
oth326_valuenew,other326,,VECTOR
oth326_vscore,other326,,VECTOR
oth326_whole_sentence,other326,,VECTOR
oth326_year,other326,,VECTOR
oth33_capital_turnover,other33,,VECTOR
oth33_debt_oe_ratio,other33,,VECTOR
oth33_dilution_factor,other33,,VECTOR
oth33_div_yield,other33,,VECTOR
oth33_equity_multiplier,other33,,VECTOR
oth33_fiveyr_debtusd_growth,other33,,VECTOR
oth33_fiveyr_ebitusd_growth,other33,,VECTOR
oth33_fiveyr_rev_growth,other33,,VECTOR
oth33_fouryr_debtusd_growth,other33,,VECTOR
oth33_fouryr_ebitusd_growth,other33,,VECTOR
oth33_fouryr_rev_growth,other33,,VECTOR
oth33_intexp_oe_ratio,other33,,VECTOR
oth33_market_cap,other33,,VECTOR
oth33_peg_common_1yr,other33,,VECTOR
oth33_price100_200_diff,other33,,VECTOR
oth33_price100_diff,other33,,VECTOR
oth33_price10_diff,other33,,VECTOR
oth33_price200_diff,other33,,VECTOR
oth33_price20_50_diff,other33,,VECTOR
oth33_price20_diff,other33,,VECTOR
oth33_price50_100_diff,other33,,VECTOR
oth33_price50_diff,other33,,VECTOR
oth33_price_earnings_common,other33,,VECTOR
oth33_price_ocf,other33,,VECTOR
oth33_price_sales,other33,,VECTOR
oth33_price_sector100,other33,,VECTOR
oth33_price_sector200,other33,,VECTOR
oth33_q2q_debtusd_growth,other33,,VECTOR
oth33_q2q_ebitusd_growth,other33,,VECTOR
oth33_q2q_rev_growth,other33,,VECTOR
oth33_q3q_debtusd_growth,other33,,VECTOR
oth33_q3q_ebitusd_growth,other33,,VECTOR
oth33_q3q_rev_growth,other33,,VECTOR
oth33_qq_debtusd_growth,other33,,VECTOR
oth33_qq_ebitusd_growth,other33,,VECTOR
oth33_qq_rev_growth,other33,,VECTOR
oth33_sbcomp_oe_ratio,other33,,VECTOR
oth33_sector_price100_diff,other33,,VECTOR
oth33_sector_price200_diff,other33,,VECTOR
oth33_sgna_oe_ratio,other33,,VECTOR
oth33_shyld_yield,other33,,VECTOR
oth33_threeyr_debtusd_growth,other33,,VECTOR
oth33_threeyr_ebitusd_growth,other33,,VECTOR
oth33_threeyr_rev_growth,other33,,VECTOR
oth33_timestamp,other33,,VECTOR
oth33_twoyr_debtusd_growth,other33,,VECTOR
oth33_twoyr_ebitusd_growth,other33,,VECTOR
oth33_twoyr_rev_growth,other33,,VECTOR
oth33_yoy_debtusd_growth,other33,,VECTOR
oth33_yoy_ebitusd_growth,other33,,VECTOR
oth33_yoy_rev_growth,other33,,VECTOR
oth380_ezlm_month,other380,,VECTOR
oth380_group_avg_evs,other380,,VECTOR
oth381_day,other381,,VECTOR
oth381_desktop_direct_share,other381,,VECTOR
oth381_desktop_direct_visits,other381,,VECTOR
oth381_desktop_display_ads_share,other381,,VECTOR
oth381_desktop_display_ads_visits,other381,,VECTOR
oth381_desktop_mail_share,other381,,VECTOR
oth381_desktop_mail_visits,other381,,VECTOR
oth381_desktop_month,other381,,VECTOR
oth381_desktop_referrals_share,other381,,VECTOR
oth381_desktop_referrals_visits,other381,,VECTOR
oth381_desktop_social_share,other381,,VECTOR
oth381_desktop_social_visits,other381,,VECTOR
oth381_desktop_year,other381,,VECTOR
oth381_mobile_direct_share,other381,,VECTOR
oth381_mobile_direct_visits,other381,,VECTOR
oth381_mobile_display_ads_share,other381,,VECTOR
oth381_mobile_display_ads_visits,other381,,VECTOR
oth381_mobile_mail_share,other381,,VECTOR
oth381_mobile_mail_visits,other381,,VECTOR
oth381_mobile_month,other381,,VECTOR
oth381_mobile_referrals_share,other381,,VECTOR
oth381_mobile_referrals_visits,other381,,VECTOR
oth381_mobile_social_share,other381,,VECTOR
oth381_mobile_social_visits,other381,,VECTOR
oth381_mobile_year,other381,,VECTOR
oth381_organic_search_share,other381,,VECTOR
oth381_organic_search_visits,other381,,VECTOR
oth381_paid_search_share,other381,,VECTOR
oth381_paid_search_visits,other381,,VECTOR
oth381_search_share,other381,,VECTOR
oth381_search_visits,other381,,VECTOR
oth384_oecsi,other384,,VECTOR
oth384_ofcsi,other384,,VECTOR
oth384_presentation_count,other384,,VECTOR
oth384_presentation_negfreq,other384,,VECTOR
oth384_presentation_negnum,other384,,VECTOR
oth384_presentation_paragraphcount,other384,,VECTOR
oth384_presentation_posfreq,other384,,VECTOR
oth384_presentation_posnum,other384,,VECTOR
oth384_presentation_questions,other384,,VECTOR
oth384_presentation_sentcount,other384,,VECTOR
oth384_presentation_tone,other384,,VECTOR
oth384_presentation_wordcount,other384,,VECTOR
oth384_qa_count,other384,,VECTOR
oth384_qa_negnum,other384,,VECTOR
oth384_qa_paragraphcount,other384,,VECTOR
oth384_qa_posnum,other384,,VECTOR
oth384_qa_questions,other384,,VECTOR
oth384_qa_sentcount,other384,,VECTOR
oth384_qa_tone,other384,,VECTOR
oth384_qa_wordcount,other384,,VECTOR
oth384_qerfgen_aq,other384,,VECTOR
oth384_qerfsop_aq,other384,,VECTOR
oth416_8k_kic,other416,,VECTOR
oth416_cat0_cnt0,other416,,VECTOR
oth416_cat0_cnt1,other416,,VECTOR
oth416_cat0_cnt2,other416,,VECTOR
oth416_cat0_cnt3,other416,,VECTOR
oth416_cat0_cnt4,other416,,VECTOR
oth416_cat0_cnt5,other416,,VECTOR
oth416_cat0_metric0_0,other416,,VECTOR
oth416_cat0_metric0_1,other416,,VECTOR
oth416_cat0_metric0_2,other416,,VECTOR
oth416_cat0_metric1_0,other416,,VECTOR
oth416_cat0_metric1_1,other416,,VECTOR
oth416_cat0_metric1_2,other416,,VECTOR
oth416_cat0_sentiment1_0,other416,,VECTOR
oth416_cat0_sentiment1_1,other416,,VECTOR
oth416_cat0_sentiment1_2,other416,,VECTOR
oth416_cat0_sentiment1_3,other416,,VECTOR
oth416_cat0_sentiment1_4,other416,,VECTOR
oth416_cat0_sentiment1_5,other416,,VECTOR
oth416_cat0_sentiment1_6,other416,,VECTOR
oth416_cat0_sentiment1_7,other416,,VECTOR
oth416_cat0_sentiment1_8,other416,,VECTOR
oth416_cat0_sentiment1_9,other416,,VECTOR
oth416_cat0_sentiment2_0,other416,,VECTOR
oth416_cat0_sentiment2_1,other416,,VECTOR
oth416_cat0_sentiment2_2,other416,,VECTOR
oth416_cat0_sentiment2_3,other416,,VECTOR
oth416_cat0_sentiment2_4,other416,,VECTOR
oth416_cat10_cnt0,other416,,VECTOR
oth416_cat10_cnt1,other416,,VECTOR
oth416_cat10_cnt2,other416,,VECTOR
oth416_cat10_cnt3,other416,,VECTOR
oth416_cat10_cnt4,other416,,VECTOR
oth416_cat10_cnt5,other416,,VECTOR
oth416_cat10_metric0_0,other416,,VECTOR
oth416_cat10_metric0_1,other416,,VECTOR
oth416_cat10_metric0_2,other416,,VECTOR
oth416_cat10_sentiment1_0,other416,,VECTOR
oth416_cat10_sentiment1_1,other416,,VECTOR
oth416_cat10_sentiment1_3,other416,,VECTOR
oth416_cat10_sentiment1_4,other416,,VECTOR
oth416_cat10_sentiment1_6,other416,,VECTOR
oth416_cat10_sentiment1_7,other416,,VECTOR
oth416_cat10_sentiment1_9,other416,,VECTOR
oth416_cat10_sentiment2_2,other416,,VECTOR
oth416_cat10_sentiment2_3,other416,,VECTOR
oth416_cat10_sentiment2_4,other416,,VECTOR
oth416_cat11_cnt0,other416,,VECTOR
oth416_cat11_cnt2,other416,,VECTOR
oth416_cat11_cnt3,other416,,VECTOR
oth416_cat11_cnt4,other416,,VECTOR
oth416_cat11_cnt5,other416,,VECTOR
oth416_cat11_metric0_0,other416,,VECTOR
oth416_cat11_metric0_1,other416,,VECTOR
oth416_cat11_metric0_2,other416,,VECTOR
oth416_cat11_metric1_0,other416,,VECTOR
oth416_cat11_metric1_1,other416,,VECTOR
oth416_cat11_metric1_2,other416,,VECTOR
oth416_cat11_sentiment1_0,other416,,VECTOR
oth416_cat11_sentiment1_1,other416,,VECTOR
oth416_cat11_sentiment1_2,other416,,VECTOR
oth416_cat11_sentiment1_3,other416,,VECTOR
oth416_cat11_sentiment1_4,other416,,VECTOR
